branch,file,function_addr,candidate_role,score,confidence,evidence_level,callers,callees,xdata_refs,string_refs,similarity_to_dks_5A7F,notes
A03_A04,A04_28.PZU,0x8F38,unknown,1.0,hypothesis,manual_static,0xB48C,,call_xref_lcalls=1; bb_parent_hits=3,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x8F4A,unknown,6.0,hypothesis,callgraph_match,0xB3FA,,packet_window@0x5003-0x5010; call_xref_lcalls=1; bb_parent_hits=5,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x8F67,unknown,2.0,hypothesis,manual_static,0xB407|0xB40D,,call_xref_lcalls=2; bb_parent_hits=3,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x8F72,state_reader_or_packet_builder,6.0,hypothesis,callgraph_match,0xB404|0xB40A,,packet_window@0x5003-0x5010; call_xref_lcalls=2; bb_parent_hits=3,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x93F7,unknown,1.0,hypothesis,manual_static,0x6BAA,,call_xref_lcalls=1; bb_parent_hits=7,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x9462,unknown,1.0,hypothesis,manual_static,0xA31F,,call_xref_lcalls=1; bb_parent_hits=3,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x9467,unknown,1.0,hypothesis,manual_static,0x7FB5,,call_xref_lcalls=1; bb_parent_hits=2,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x946B,unknown,2.0,hypothesis,manual_static,0xB410|0xB41E,,call_xref_lcalls=2; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x947A,dispatcher_or_router,3.0,hypothesis,manual_static,0xB413|0xB421,,call_xref_lcalls=2; bb_parent_hits=8,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x94C2,unknown,2.0,hypothesis,manual_static,0xB41B|0xB429,,call_xref_lcalls=2; bb_parent_hits=3,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x94CD,unknown,1.0,hypothesis,manual_static,0x65C1|0xA1FF,,call_xref_lcalls=2; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x950F,state_update_worker,6.0,hypothesis,callgraph_match,0x65D8,,packet_window@0x5003-0x5010; call_xref_lcalls=1; bb_parent_hits=2,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0xA1FA,unknown,2.0,hypothesis,manual_static,0xB416|0xB424,,call_xref_lcalls=2; bb_parent_hits=2,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0xA237,unknown,1.0,hypothesis,manual_static,0xA223,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0xA242,unknown,1.0,hypothesis,manual_static,0x65C4,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0xA269,state_reader_or_packet_builder,4.0,hypothesis,manual_static,0xB3D1,,call_xref_lcalls=1; bb_parent_hits=3,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0xA2E2,state_reader_or_packet_builder,6.0,hypothesis,callgraph_match,0xA294|0xA29A|0xA2A0|0xA2A6|0xA2AC|0xA2B2|0xA2B8|0xA2BE|0xA2C4|0xA2CA|0xA2D0|0xA2D6|0xA2DC,,packet_window@0x5003-0x5010; call_xref_lcalls=13; bb_parent_hits=3,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0xA625,unknown,2.0,hypothesis,manual_static,0xA297|0xA29D|0xA2A3|0xA2A9|0xA2AF|0xA2B5|0xA2BB|0xA2C1|0xA2C7|0xA2CD|0xA2D3|0xA2D9|0xA2DF,,call_xref_lcalls=13; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0xA62C,unknown,2.0,hypothesis,manual_static,0xB3D4,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0xA652,unknown,2.0,hypothesis,manual_static,0xA26E,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0xA6D9,state_update_worker,6.0,hypothesis,callgraph_match,0xA281,,packet_window@0x5003-0x5010; call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0xADC6,unknown,2.0,hypothesis,manual_static,0xB432,,call_xref_lcalls=1; bb_parent_hits=6,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0xADFE,state_reader_or_packet_builder,6.0,hypothesis,callgraph_match,0x6471,,packet_window@0x5003-0x5010; call_xref_lcalls=1; bb_parent_hits=3,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0xB310,dispatcher_or_router,6.0,hypothesis,callgraph_match,0x6691,,packet_window@0x5003-0x5010; call_xref_lcalls=1; bb_parent_hits=21,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
